"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6751","Change profile name","tests","Fri May 16 21:18:22 UTC 2025","passed","Fri May 16 21:18:29 UTC 2025","TestFeatureProfile","test_feature_profile","",""
