"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7027","Change profile name","tests","Fri May 16 20:15:50 UTC 2025","passed","Fri May 16 20:15:57 UTC 2025","TestFeatureProfile","test_feature_profile","",""
